Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl Lenght,TargetWordSyl Lenght,PositionSource, PositionTarget,Simple PositionSource,Simple PositionTarget,Previous Source,Next Source,Previous Target,Next Target,Process,TargetOrthography,Translation,Reference,Notes
Kannur,ləʋə,lɐvaɾ,lə'ʋə,lɐˈvaɾ,lə,lɐ,2,2,1,1,Initial,Final,0,ʋə,0,vaɾ,Apocope,lavar,wash,Clements2012[37-41],
Kannur,ləʋə,lɐvaɾ,lə'ʋə,lɐˈvaɾ,ʋə,vaɾ,2,2,2,2,Final,Initial,lə,2,lɐ,2,Apocope,lavar,wash,Clements2012[37-41],
Kannur,agə,aguɐ,a'gə,a'guɐ,a,a,2,2,1,1,Initial,Final,0,gə,0,guɐ,Epenthesis,água,water,Clements2012[37-41],
Kannur,agə,aguɐ,a'gə,a'guɐ,gə,guɐ,2,2,2,2,Final,Initial,a,2,a,2,,água,water,Clements2012[37-41],
Kannur,nɔzə,nɔʒ,nɔ'zə,ˈnɔʒ,nɔ,-,2,1,1,,Initial,Initial,0,zə,0,ˈnɔʒ,Paragoge,nós,we,Clements2012[37-41],
Kannur,nɔzə,nɔʒ,nɔ'zə,ˈnɔʒ,zə,ˈnɔʒ,2,1,2,1,Final,Initial,nɔ,2,-,1,Paragoge,nós,we,Clements2012[37-41],
Kannur,muʎad,muʎadu,mu'ʎad,muˈʎa'du,mu,mu,2,3,1,1,Initial,Medial,0,-,0,ʎa,,molhado,wet,Clements2012[37-41],
Kannur,muʎad,muʎadu,mu'ʎad,muˈʎa'du,-,ʎa,2,3,,2,-,Medial,mu,ʎad,mu,du,,molhado,wet,Clements2012[37-41],
Kannur,muʎad,muʎadu,mu'ʎad,muˈʎa'du,ʎad,du,2,3,2,3,Final,Final,-,2,ʎa,3,,molhado,wet,Clements2012[37-41],
Kannur,ki,kɨ,ki,kɨ',ki,kɨ,1,1,1,1,Final,Final,0,1,0,1,,que,what,Clements2012[37-41],
Kannur,kiɔɾə,kwɐ̃du,ki'ɔ'ɾə,ˈkwɐ̃du,ki,kwɐ̃,3,2,1,1,Initial,Final,0,ɔ,0,du,,quando,when,Clements2012[37-41],
Kannur,kiɔɾə,kwɐ̃du,ki'ɔ'ɾə,ˈkwɐ̃du,ɔ,du,3,2,2,2,Medial,Final,ki,ɾə,kwɐ̃,,,quando,when,Clements2012[37-41],
Kannur,kiɔɾə,kwɐ̃du,ki'ɔ'ɾə,ˈkwɐ̃du,ɾə,,3,2,3,,Final,Final,ɔ,3,du,-,,quando,when,Clements2012[37-41],
Kannur,ɔndi,õdɨ,ɔn'di,ˈõdɨ,ɔn,õ,2,2,1,1,Initial,Final,0,di,0,dɨ,,onde,where,Clements2012[37-41],
Kannur,ɔndi,õdɨ,ɔn'di,ˈõdɨ,di,dɨ,2,2,2,2,Final,Final,ɔn,2,õ,2,,onde,where,Clements2012[37-41],
Kannur,bɾankə,bɾɐ̃ku,bɾan'kə,ˈbɾɐ̃ku,bɾan,bɾɐ̃,2,2,1,1,Initial,Final,0,kə,0,ku,,branco,white,Clements2012[37-41],
Kannur,bɾankə,bɾɐ̃ku,bɾan'kə,ˈbɾɐ̃ku,kə,ku,2,2,2,2,Final,Final,bɾan,2,bɾɐ̃,2,,branco,white,Clements2012[37-41],
Kannur,kɛ̃,kɐ̃j,kɛ̃,kɐ̃j',kɛ̃,kɐ̃j',1,2,1,1,Final,Final,0,1,0,1,,quem,who,Clements2012[37-41],
Kannur,laɾg,laɾɡu,laɾg,ˈlaɾɡu,-,laɾ,1,2,,1,#N/A,Final,0,laɾg,0,ɡu,Apocope,largo,wide,Clements2012[37-41],
Kannur,laɾg,laɾɡu,laɾg,ˈlaɾɡu,laɾg,ɡu,1,2,1,2,Final,Final,-,1,laɾ,2,Apocope,largo,wide,Clements2012[37-41],
Kannur,muʎɛɾə,muʎeɾ,mu'ʎɛ'ɾə,muˈʎeɾ,mu,mu,3,2,1,1,Initial,Final,0,ʎɛ,0,,,mulher,wife,Clements2012[37-41],
Kannur,muʎɛɾə,muʎeɾ,mu'ʎɛ'ɾə,muˈʎeɾ,ʎɛ,,3,2,2,,Medial,Final,mu,ɾə,mu,ʎeɾ,,mulher,wife,Clements2012[37-41],
Kannur,muʎɛɾə,muʎeɾ,mu'ʎɛ'ɾə,muˈʎeɾ,ɾə,ʎeɾ,3,2,3,2,Final,Final,ʎɛ,3,,2,,mulher,wife,Clements2012[37-41],
Kannur,ʋæntə,vẽtu,ʋæn'tə,ˈvẽtu,ʋæn,vẽ,2,2,1,1,Initial,Final,0,tə,0,tu,,vento,wind,Clements2012[37-41],
Kannur,ʋæntə,vẽtu,ʋæn'tə,ˈvẽtu,tə,tu,2,2,2,2,Final,Final,ʋæn,2,vẽ,2,,vento,wind,Clements2012[37-41],
Kannur,azə,azɐ,a'zə,ˈazɐ,a,a,2,2,1,1,Initial,Final,0,zə,0,zɐ,,asa,wing,Clements2012[37-41],
Kannur,azə,azɐ,a'zə,ˈazɐ,zə,zɐ,2,2,2,2,Final,Final,a,2,a,2,,asa,wing,Clements2012[37-41],
Kannur,limpə,lĩpaɾ,lim'pə,lĩˈpaɾ,lim,lĩ,2,2,1,1,Initial,Final,0,pə,0,paɾ,,limpar,wipe,Clements2012[37-41],
Kannur,limpə,lĩpaɾ,lim'pə,lĩˈpaɾ,pə,paɾ,2,2,2,2,Final,Final,lim,2,lĩ,2,,limpar,wipe,Clements2012[37-41],
Kannur,d̠ʒuntə,ʒũtɐ,d̠ʒu'ntə,ˈʒũtɐ,d̠ʒu,ʒũ,2,2,1,1,Initial,Final,0,ntə,0,tɐ,,,,Clements2012[37-41],
Kannur,d̠ʒuntə,ʒũtɐ,d̠ʒu'ntə,ˈʒũtɐ,ntə,tɐ,2,2,2,2,Final,Final,d̠ʒu,2,ʒũ,2,,,,Clements2012[37-41],
Kannur,muʎɛɾ,muʎeɾ,mu'ʎɛɾ,muˈʎeɾ,mu,mu,2,2,1,1,Initial,Final,0,ʎɛɾ,0,ʎeɾ,,mulher,woman,Clements2012[37-41],
Kannur,muʎɛɾ,muʎeɾ,mu'ʎɛɾ,muˈʎeɾ,ʎɛɾ,ʎeɾ,2,2,2,2,Final,Final,mu,2,mu,2,,mulher,woman,Clements2012[37-41],
Kannur,matə,matu,ma'tə,ˈmatu,ma,ma,2,2,1,1,Initial,Final,0,tə,0,tu,,mato,woods,Clements2012[37-41],
Kannur,matə,matu,ma'tə,ˈmatu,tə,tu,2,2,2,2,Final,Final,ma,2,ma,2,,mato,woods,Clements2012[37-41],
Kannur,lumbɾigə,ɫõbɾigɐ,lum'bɾi'gə,ɫõˈbɾi'gɐ,lum,ɫõ,3,3,1,1,Initial,Final,0,bɾi,0,bɾi,,,,Clements2012[37-41],
Kannur,lumbɾigə,ɫõbɾigɐ,lum'bɾi'gə,ɫõˈbɾi'gɐ,bɾi,bɾi,3,3,2,2,Medial,Final,lum,gə,ɫõ,gɐ,,,,Clements2012[37-41],
Kannur,lumbɾigə,ɫõbɾigɐ,lum'bɾi'gə,ɫõˈbɾi'gɐ,gə,gɐ,3,3,3,3,Final,Final,bɾi,3,bɾi,3,,,,Clements2012[37-41],
Kannur,bosə,vɔse,bosə,vɔˈse,bo,vɔ,1,2,1,1,Final,Final,0,sə,0,se,Paragoge,você,you,Clements2012[37-41],
Kannur,bosə,vɔse,bosə,vɔˈse,sə,se,1,2,2,2,Medial,Final,bo,2,vɔ,2,Paragoge,você,you,Clements2012[37-41],
Kannur,anɛ,ɐnu,a'nɛ,ˈɐnu,a,ɐ,2,2,1,1,Initial,Final,0,nɛ,0,nu,,ano,year,Clements2012[37-41],
Kannur,anɛ,ɐnu,a'nɛ,ˈɐnu,nɛ,nu,2,2,1,1,Initial,Final,a,1,ɐ,1,,ano,year,Clements2012[37-41],
Kannur,maɾæl,ɐmɐɾeɫu,maɾ'æl,ɐ'mɐˈɾe'ɫu,-,ɐ,2,4,,1,#N/A,Final,0,maɾ,0,mɐ,Apheresis + Apocope,amarelo,yellow,Clements2012[37-41],
Kannur,maɾæl,ɐmɐɾeɫu,maɾ'æl,ɐ'mɐˈɾe'ɫu,maɾ,mɐ,2,4,1,2,Initial,Final,-,-,ɐ,ɾe,Apheresis + Apocope,amarelo,yellow,Clements2012[37-41],
Kannur,maɾæl,ɐmɐɾeɫu,maɾ'æl,ɐ'mɐˈɾe'ɫu,-,ɾe,2,4,,3,#N/A,Final,maɾ,æl,mɐ,ɫu,Apheresis + Apocope,amarelo,yellow,Clements2012[37-41],
Kannur,maɾæl,ɐmɐɾeɫu,maɾ'æl,ɐ'mɐˈɾe'ɫu,æl,ɫu,2,4,2,4,Final,Final,-,2,ɾe,4,Apheresis + Apocope,amarelo,yellow,Clements2012[37-41],
